src_id,cand_id,cosine_sim,src_text,cand_text
567,3659,0.10399079196364924,"University of Wisconsin at Madison, Madison, WI",University of Arizona at Tucson
567,3856,0.11305877885405136,"University of Wisconsin at Madison, Madison, WI",University of California at Riverside
567,4018,0.7719554126558613,"University of Wisconsin at Madison, Madison, WI","University of Wisconsin, Madison, Madison, WI"
567,4088,0.7719554126558613,"University of Wisconsin at Madison, Madison, WI","University of Wisconsin - Madison, Madison, WI"
5818,567,0.5799671390473726,"University of Wisconsin, Madison, WI, USA","University of Wisconsin at Madison, Madison, WI"
567,6060,0.696361568284672,"University of Wisconsin at Madison, Madison, WI","University of Wisconsin-Madison, Madison, WI, USA"
567,6506,0.2763347121790154,"University of Wisconsin at Madison, Madison, WI","Computer Sciences Dept., University of Wisconsin"
6530,567,0.3872090304698588,faculty at the University of Wisconsin-Madison,"University of Wisconsin at Madison, Madison, WI"
567,6570,0.35178123829517816,"University of Wisconsin at Madison, Madison, WI","Computer Sciences Department, University of Wisconsin-Madison"
6637,567,0.1944888028566133,"CTO, QUIQ, and Professor, UW-Madison","University of Wisconsin at Madison, Madison, WI"
6851,567,0.36182956570711755,"Department of Computer Sciences, University of Wisconsin, Madison","University of Wisconsin at Madison, Madison, WI"
567,7090,0.42604279670356937,"University of Wisconsin at Madison, Madison, WI",Univ. of Wisconsin-Madison
7180,567,0.7080579173848973,"Univ. of Wisconsin-Madison, Madison, WI","University of Wisconsin at Madison, Madison, WI"
567,7621,0.11177016047264132,"University of Wisconsin at Madison, Madison, WI",University of California at Irvine
7671,567,0.3203719914032963,"Department of Computer Science, University of Wisconsin-Madison, 1210 West Dayton Street, Madison, WI 53706-1685, USA; e-mail: &lcub;dewitt, markhill&rcub;&commat;cs.wisc.edu","University of Wisconsin at Madison, Madison, WI"
7910,567,0.3299773830544517,"Department of Computer Sciences, University of Wisconsin-Madison, 1210 W. Dayton Street, WI 53706, Madison, USA","University of Wisconsin at Madison, Madison, WI"
567,8133,0.09399404513970488,"University of Wisconsin at Madison, Madison, WI","University of Insubria, Italy"
567,8684,0.432546761467819,"University of Wisconsin at Madison, Madison, WI","Computer Sciences Department, University of Wisconsin-Madison, Madison, USA 53706"
567,9074,0.2954970689552502,"University of Wisconsin at Madison, Madison, WI",Univ. Wisconsin Madison
703,570,0.3216705065564315,"Computer Science Dept., Univ. of Illinois at Chicago","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
743,570,0.743304487916402,"University of Illinois at Urbana-Champaign, IL","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
787,570,0.3289122236244493,"University of Illinois at Chicago, Chicago, IL","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
788,570,0.7774604936026115,"Dept. of Computer Science, University of Illinois at Urbana-Champaign","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,1078,0.5817485139651084,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois, Urbana-Champaign"
570,1157,0.34952705597118316,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL",U. of Illinois
570,1345,0.35895921836395916,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Dept. of Computer Science, U. of Illinois at Chicago, Chicago, IL"
1415,570,0.32442107464013126,"Dept. of Computer Science, Univ. of Illinois at Chicago, Chicago, IL","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,1422,0.29454025465831846,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of Pittsburgh"
570,1423,0.32417766533474235,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of Maryland"
570,1759,0.2732986067419585,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Toronto, Department of Computer Science"
570,1921,0.28170447458036363,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of California, Riverside"
570,2071,0.3233573002171847,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of Toronto"
2966,570,0.12231308716676337,"Northwestern University, Evanston, IL","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
3078,570,0.3671124673196905,University of Illinois at Chicago,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
3485,570,0.4520262630497873,University of Illinois Urbana,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
3497,570,0.11741546649520684,"Compaq, Il, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,4013,0.5817485139651084,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois, Urbana Champaign"
4075,570,0.5708111369524285,"University of Illinois, Urbana-Champaign, IL","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,4792,0.5167316430149353,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Univ. of Illinois, Urbana-Champaign"
570,5521,0.4632627407728205,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","UIUC, Urbana, IL"
570,5571,0.7315940892613559,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois, Urbana-Champaign, Urbana, IL, USA"
570,5657,0.8741285993938448,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois at Urbana-Champaign, Urbana, IL, USA"
570,5659,0.3080956567998907,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois at Chicago, Chicago, IL, USA"
5703,570,0.7722552053466955,"University of Ilinois at Urbana Champaign, Urbana, IL, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
5704,570,0.8741285993938448,"University of Illinois at Urbana Champaign, Urbana, IL, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
6039,570,0.773899839600629,"University of Illinois at Urbana-Champaign, Urbana, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
6789,570,0.2792597739389471,"Dept. of CS, U. of Illinois at Chicago, Chicago, IL","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
7278,570,0.23373705366532116,"University of Illinois, Chicago","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,7812,0.45728306153011444,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computing Science, University of Illinois at Urbana-Champaign, 1304 West Springfield Ave, IL 61801 USA; e-mail: hanj&commat;cs.uiuc.edu"
7815,570,0.11082298959747994,"Computer Science Department, Tel Aviv University, Ramat Aviv, Tel Aviv 69978, Israel; E-mail: {anate, milo}@math.tau.ac.il","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
7856,570,0.6753515679338881,"Computer Science Department, University of Illinois at Urbana-Champaign, Urbana, IL 61801, USA; e-mail: kcchang@cs.uiuc.edu","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,7860,0.3053232275747595,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois, 1304 W. Springfield Ave., Urbana, IL 61801, USA; e-mail: kaushikc@cs.uiuc.edu"
7947,570,0.7327411248238703,"Department of Computer Science, University of Illinois at Urbana-Champaign, IL 61801, Urbana, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
8057,570,0.22238427280548678,"Center for Advanced Computer Studies, University of Illinois at Chicago, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,8066,0.27098181606053784,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of Maryland, USA"
570,8242,0.2948303235984744,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of Massachusetts, USA"
8361,570,0.463148224512018,"Department of Computer Science, University of Illinois at Chicago, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,8418,0.3491210823951909,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","University of Illinois, USA"
8663,570,0.7416267749569986,"University of Illinois at Urbana Champaign, Champaign, USA","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
570,8876,0.3974138159594812,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL","Department of Computer Science, University of Illinois at Chicago, Chicago, USA"
9260,570,0.25253493513240066,"Computer Science Department, University of Illinois, Chicago, USA 60607","Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"
580,581,0.1498375954559108,"LRI, Université Paris-Sud, Orsay, France","École Normale Supérieure de Paris, France"
580,1411,0.1498375954559108,"LRI, Université Paris-Sud, Orsay, France","Ecole Nationale Superieure, de Telecommunications, Paris, France"
580,2095,0.44751920569708625,"LRI, Université Paris-Sud, Orsay, France","CERIA Lab., Université Paris Dauphine, France"
580,2134,0.0990549098328819,"LRI, Université Paris-Sud, Orsay, France","Laboratoire LIMOS, ISIMA, Clermont-Ferrand, France"
580,2221,0.5639388304940728,"LRI, Université Paris-Sud, Orsay, France","LRI - Univ. Paris-Sud, France"
580,2222,0.09225261131007789,"LRI, Université Paris-Sud, Orsay, France","INRIA Futurs, France"
2256,580,0.1108524404283261,Univ. Paris Dauphine,"LRI, Université Paris-Sud, Orsay, France"
580,2338,0.08353052803555372,"LRI, Université Paris-Sud, Orsay, France","University of Nantes, France"
580,2491,0.15900345331250343,"LRI, Université Paris-Sud, Orsay, France",Université de Nantes
2687,580,0.4250080041654214,"INRIA-Orsay, France","LRI, Université Paris-Sud, Orsay, France"
580,2691,0.16084565883021296,"LRI, Université Paris-Sud, Orsay, France","CEDRIC-CNAM Paris, France"
2862,580,0.4560674458544973,"Univ. Paris-Sud, France","LRI, Université Paris-Sud, Orsay, France"
580,2863,0.12117682964556953,"LRI, Université Paris-Sud, Orsay, France","Univ. Versailles-Saint-Quentin, France"
580,2872,0.1444727565522097,"LRI, Université Paris-Sud, Orsay, France","CNAM, France"
3763,580,0.13984026026368013,CNAM Paris,"LRI, Université Paris-Sud, Orsay, France"
3891,580,0.12985381212482106,Sybase France,"LRI, Université Paris-Sud, Orsay, France"
3892,580,0.16001862180363358,University of Paris 6,"LRI, Université Paris-Sud, Orsay, France"
580,3965,0.21793504744982473,"LRI, Université Paris-Sud, Orsay, France","University of Paris 6, France"
580,4664,0.0935573144885673,"LRI, Université Paris-Sud, Orsay, France","I.N.R.I.A. Rocquencourt, Cedex, France"
580,5148,0.09319466390651465,"LRI, Université Paris-Sud, Orsay, France","INRIA, Nantes, France"
6302,580,0.20722933443142333,"Sybase, Inc., Paris, France","LRI, Université Paris-Sud, Orsay, France"
580,6535,0.46549066057404187,"LRI, Université Paris-Sud, Orsay, France","Université Paris 9 (Dauphine), Pl. du Mal de Lattre, Paris 75016, France"
580,6609,0.4936381372837738,"LRI, Université Paris-Sud, Orsay, France","U.Paris XI, LRI, 91405 Orsay, France"
580,6859,0.10062454015902478,"LRI, Université Paris-Sud, Orsay, France","Xyleme S.A., 6 rue Émile Verhaeren, 92210 St.Cloud, France"
580,7680,0.12072655489752226,"LRI, Université Paris-Sud, Orsay, France","Cedric/CNAM Paris, France; e-mail: vodislav&commat;cnam.fr"
580,7847,0.22484423395946596,"LRI, Université Paris-Sud, Orsay, France","University Paris 6, LIP6 Laboratory, Paris, France; E-mail: patrick.valduriez@lip6.fr"
7870,580,0.6498336224479979,"Université de Paris-Sud, LRI, CNRS-UMR 8623, Bât. 490, 91405 Orsay, France; e-mail: spyratos@lri.fr","LRI, Université Paris-Sud, Orsay, France"
580,8025,0.16098478161107832,"LRI, Université Paris-Sud, Orsay, France","INRIA, France"
580,8141,0.18120109573773202,"LRI, Université Paris-Sud, Orsay, France","France Telecom R&D , France"
8142,580,0.24064910881553103,"LIMOS, Université Blaise Pascal, France","LRI, Université Paris-Sud, Orsay, France"
8148,580,0.41645165195541123,"Laboratoire de Recherche en Informatique, Université de Paris-Sud, France","LRI, Université Paris-Sud, Orsay, France"
580,8179,0.20121384723365043,"LRI, Université Paris-Sud, Orsay, France","INRIA, Orsay Cedex, France"
8254,580,0.08627507415692481,"Université de Mons-Hainaut, Mons, Belgium","LRI, Université Paris-Sud, Orsay, France"
8255,580,0.42062664040434483,"Université Paris Dauphine, Paris, France","LRI, Université Paris-Sud, Orsay, France"
8295,580,0.24529125972600319,"INRIA-Futurs, Orsay, Orsay Cedex, France","LRI, Université Paris-Sud, Orsay, France"
580,9413,0.16084565883021296,"LRI, Université Paris-Sud, Orsay, France","Cedric, CNAM, Paris, France"
9414,580,0.198373461231806,"Lamsade, University of Paris-Dauphine, Paris, France","LRI, Université Paris-Sud, Orsay, France"
580,9459,0.12773632288043157,"LRI, Université Paris-Sud, Orsay, France","Institut Télécom, Télécom ParisTech, CNRS LTCI, Paris, France"
580,9785,0.7096098836249926,"LRI, Université Paris-Sud, Orsay, France","Université Paris-Sud, France"
581,895,0.1155743188816144,"École Normale Supérieure de Paris, France","Dept. de Computação, Inst. de Ciências Matemáticas e de Computação, Universidade de São Paulo, São Carlos, SP, Brazil"
1411,581,0.8368886938977687,"Ecole Nationale Superieure, de Telecommunications, Paris, France","École Normale Supérieure de Paris, France"
581,1723,0.11274755765301481,"École Normale Supérieure de Paris, France","INRIA Rocquencourt, Domaine de Voluceau, Le Chesnay - France"
1761,581,0.12717320922223563,"Universidad de Buenos Aires, Departamento de Computación","École Normale Supérieure de Paris, France"
1778,581,0.04844339311482082,"Instituto de Informática, Universidade Federal do Rio Grande do Sul - UFRGS, Brazil","École Normale Supérieure de Paris, France"
2095,581,0.1806177997130317,"CERIA Lab., Université Paris Dauphine, France","École Normale Supérieure de Paris, France"
2134,581,0.10630987452837748,"Laboratoire LIMOS, ISIMA, Clermont-Ferrand, France","École Normale Supérieure de Paris, France"
2156,581,0.05992021236843115,"Universitat Politècnica de Catalunya, Barcelona, Catalonia, Spain","École Normale Supérieure de Paris, France"
2157,581,0.06313659987515396,"Universitat Politècnica de Catalunya, Barcelona, Caalonia, Spain","École Normale Supérieure de Paris, France"
581,2221,0.16426745898541872,"École Normale Supérieure de Paris, France","LRI - Univ. Paris-Sud, France"
2256,581,0.11897147807193076,Univ. Paris Dauphine,"École Normale Supérieure de Paris, France"
2491,581,0.10810250102453778,Université de Nantes,"École Normale Supérieure de Paris, France"
2691,581,0.29921235440707517,"CEDRIC-CNAM Paris, France","École Normale Supérieure de Paris, France"
581,2862,0.17923066955491218,"École Normale Supérieure de Paris, France","Univ. Paris-Sud, France"
581,2863,0.13005204463969655,"École Normale Supérieure de Paris, France","Univ. Versailles-Saint-Quentin, France"
2872,581,0.15505420829463779,"CNAM, France","École Normale Supérieure de Paris, France"
581,2927,0.1600909648512493,"École Normale Supérieure de Paris, France","École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland"
3133,581,0.17273495376566805,"École Polytechnique Fédérale de Lausanne, Switzerland","École Normale Supérieure de Paris, France"
581,3763,0.15008241941493838,"École Normale Supérieure de Paris, France",CNAM Paris
3891,581,0.13936454535480947,Sybase France,"École Normale Supérieure de Paris, France"
581,3892,0.17173868145303262,"École Normale Supérieure de Paris, France",University of Paris 6
3965,581,0.40541261187604405,"University of Paris 6, France","École Normale Supérieure de Paris, France"
4486,581,0.08848242037832377,Univ. Politecnica de Madrid,"École Normale Supérieure de Paris, France"
4664,581,0.10040962513894369,"I.N.R.I.A. Rocquencourt, Cedex, France","École Normale Supérieure de Paris, France"
4967,581,0.07893238667961833,"Xerox Research Centre, France","École Normale Supérieure de Paris, France"
6302,581,0.3854973613113787,"Sybase, Inc., Paris, France","École Normale Supérieure de Paris, France"
581,6535,0.30634919012852924,"École Normale Supérieure de Paris, France","Université Paris 9 (Dauphine), Pl. du Mal de Lattre, Paris 75016, France"
581,6609,0.14043328303130487,"École Normale Supérieure de Paris, France","U.Paris XI, LRI, 91405 Orsay, France"
6856,581,0.08951306001438586,"INRIA, Domaine de Voluceau BP 105, 78153 Le Chesnay Cedex, France","École Normale Supérieure de Paris, France"
6859,581,0.1079944674810106,"Xyleme S.A., 6 rue Émile Verhaeren, 92210 St.Cloud, France","École Normale Supérieure de Paris, France"
7680,581,0.22458098647519986,"Cedric/CNAM Paris, France; e-mail: vodislav&commat;cnam.fr","École Normale Supérieure de Paris, France"
7704,581,0.09776633867642293,"Universität Mannheim; e-mail: [mildenbe|rschiele]@uni-mannheim.de, [helmer|moerkotte]@informatik.uni-mannheim.de","École Normale Supérieure de Paris, France"
581,7724,0.12560972084365596,"École Normale Supérieure de Paris, France","Xerox Research Center Europe, Grenoble Laboratory. 6, chemin de Maupertuis, 38240 Meylan, France; e-mail: chidlovskii@xrce.xerox.com"
581,7847,0.3680949786515939,"École Normale Supérieure de Paris, France","University Paris 6, LIP6 Laboratory, Paris, France; E-mail: patrick.valduriez@lip6.fr"
7870,581,0.2512019272591812,"Université de Paris-Sud, LRI, CNRS-UMR 8623, Bât. 490, 91405 Orsay, France; e-mail: spyratos@lri.fr","École Normale Supérieure de Paris, France"
7906,581,0.060005826676410745,"Universidad Politécnica de Madrid (UPM), Madrid, Spain","École Normale Supérieure de Paris, France"
7953,581,0.11166773304669697,"Domaine de Voluceau, INRIA, 78153, Le Chesnay, France","École Normale Supérieure de Paris, France"
581,8025,0.1727756045906853,"École Normale Supérieure de Paris, France","INRIA, France"
8141,581,0.19447259893308366,"France Telecom R&D , France","École Normale Supérieure de Paris, France"
8142,581,0.09368208369503173,"LIMOS, Université Blaise Pascal, France","École Normale Supérieure de Paris, France"
581,8148,0.3620548486089359,"École Normale Supérieure de Paris, France","Laboratoire de Recherche en Informatique, Université de Paris-Sud, France"
8254,581,0.0586562813457312,"Université de Mons-Hainaut, Mons, Belgium","École Normale Supérieure de Paris, France"
581,8255,0.3146120002941428,"École Normale Supérieure de Paris, France","Université Paris Dauphine, Paris, France"
8261,581,0.07359104940283745,"Universidad de Chile, Chile, C. P","École Normale Supérieure de Paris, France"
8371,581,0.12798904009092882,"School of Computer and Communication Sciences, École Polytechnique Fédérale de Lausanne, (EPFL), Switzerland","École Normale Supérieure de Paris, France"
8396,581,0.10188332082016727,"Universidade Federal do Rio de Janeiro, Rio de Janeiro-RJ, Brazil","École Normale Supérieure de Paris, France"
581,8940,0.14519097550897442,"École Normale Supérieure de Paris, France","Ecole Polytechnique Fédéral de Lausanne, LTAA, Lausanne, Switzerland"
8941,581,0.14138630771865313,"Ecole Polytechnique Fédéral de Lausanne & Google, LTAA, Lausanne, Switzerland","École Normale Supérieure de Paris, France"
9288,581,0.06650430310008815,"Universidad Politécnica de Madrid, Spain","École Normale Supérieure de Paris, France"
9404,581,0.05713600196840407,"Pontificia Universidad Católica de Chile, Chile","École Normale Supérieure de Paris, France"
9406,581,0.07359104940283745,"Universidad de Chile, Chile","École Normale Supérieure de Paris, France"
9413,581,0.29921235440707517,"Cedric, CNAM, Paris, France","École Normale Supérieure de Paris, France"
581,9414,0.324759384269237,"École Normale Supérieure de Paris, France","Lamsade, University of Paris-Dauphine, Paris, France"
9445,581,0.06528566631722388,Pontificia Universidad Católica de Chile,"École Normale Supérieure de Paris, France"
9459,581,0.2376208732664724,"Institut Télécom, Télécom ParisTech, CNRS LTCI, Paris, France","École Normale Supérieure de Paris, France"
581,9785,0.17347580087841508,"École Normale Supérieure de Paris, France","Université Paris-Sud, France"
597,780,0.1940619806234095,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Computer Science, University of Manchester, Manchester, UK"
1184,597,0.1644475031889916,"IBM Toronto Software Lab., Markham, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,1322,0.22585537442001657,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Electrical and Computer Engineering and Department of Computer Science, Univerity of Toronto, Ontario, Canada"
597,1422,0.19889141636228258,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Pittsburgh"
597,1423,0.21890439079792512,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Maryland"
1448,597,0.6326365502626354,"School of Computer Science, University of Waterloo, Waterloo, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
1572,597,0.19553736927962073,"IBM Toronto Laboratories, Markham, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,1734,0.1740855977375685,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of British Columbia"
1807,597,0.1198909371975504,"Simon Fraser University, School of Computing Science, Burnaby BC, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,1826,0.19741940866211805,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Dept. of Computer Science, University of Toronto"
597,1851,0.19782856016529182,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Dept. of Computer Science, University of Maryland"
597,1921,0.19022392035980673,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of California, Riverside"
597,1926,0.5891805935684198,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Computer Science, University of Waterloo"
1962,597,0.14505401451265132,"OGI School of Science & Engineering at, Oregon Health & Science University, Beaverton, Oregon","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
1980,597,0.16331900485770356,"IBM Toronto Software Laboratory, Markham, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,2037,0.1812855949942267,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","IBM Toronto Laboratory, Markham, Ontario, Canada"
597,2071,0.2183504305918591,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Toronto"
597,2149,0.7135293325865906,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Ontario, Canada"
597,2851,0.407689373409746,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Canada"
597,2959,0.2116299009443945,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","University of Ottawa, Ottawa, Ontario, Canada"
597,3243,0.5139440208234495,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","University of Waterloo, Waterloo, Canada"
597,6505,0.4606278421926009,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Dept. of Computer Science, University of Waterloo"
6690,597,0.11495780568990965,"School of Computing Science, Simon Fraser University, Burnaby, BC, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
6738,597,0.13939706834631316,"School of Computing Science, Simon Fraser University, B.C., Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,6944,0.1759289269425448,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Toronto, Toronto, ON, Canada"
6979,597,0.13939706834631316,"School of Computing Science, Simon Fraser University, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
7036,597,0.18585325112011597,"IBM Toronto Lab, Markham, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,7607,0.42226623570958965,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Univ. of Waterloo, Waterloo, Ont. Canada"
7799,597,0.4344301042357235,"Department of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada e-mail: {apmarathe,kmsalem}@uwaterloo.ca","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,7936,0.18615358214521538,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Information and Computer Science, University of California, CA 92697-3425, Irvine, USA"
597,8059,0.5510119625288707,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Computer Science, University of Waterloo, Canada"
597,8066,0.18298333199727124,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Maryland, USA"
597,8154,0.20248522827550208,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Calgary, Canada"
597,8159,0.2353991184805877,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Toronto, Canada"
597,8242,0.1990872884763243,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Massachusetts, USA"
8274,597,0.6508304366598242,"University of Waterloo, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
597,8538,0.5168054381661767,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Computer Science, University of Waterloo, Waterloo, Canada N2L 3G1"
597,8748,0.8654905980933282,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada"
597,8752,0.1779589345711825,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Southern Maine, Portland, USA"
597,8819,0.20016797366422356,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Computer Science, The University of Oklahoma, Norman, USA 73019"
597,9335,0.1940619806234095,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","School of Computer Science, University of Manchester, Manchester, UK M13 9PL"
597,9480,0.19771526180639432,"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada","Department of Computer Science, University of Toronto, Toronto, Canada"
9593,597,0.21764619656649353,"IBM Toronto Labs, Markham, Ontario, Canada","David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada"
721,599,0.6731539494062919,"The Hebrew University, Jerusalem, Israel",The Hebrew University
599,746,0.10857974039240359,The Hebrew University,The Ohio State University
599,949,0.10313933545532572,The Hebrew University,"ISLA, University of Amsterdam, The Netherlands"
1002,599,0.08270707957501289,"CWI, Amsterdam, The Netherlands",The Hebrew University
1221,599,0.0596807648974772,"CWI, Kruislaan, GB, Amsterdam, The Netherlands",The Hebrew University
1223,599,0.0596807648974772,"CWI, Kruislaan, GB Amsterdam, The Netherlands",The Hebrew University
599,1326,0.4775580358102768,The Hebrew University,"School of Computer Science and Engineering, The Hebrew University of Jerusalem, Jerusalem, Israel"
1885,599,0.07566547049108041,"CWI, SJ Amsterdam, The Netherlands",The Hebrew University
1932,599,0.40253607036601713,"The Selim and Rachel Benin School of Engineering and Computer Science, The Hebrew University, Jerusalem",The Hebrew University
599,2203,0.529192062818941,The Hebrew University,"The Hebrew University of Jerusalem, Edmond J. Safra Campus Jerusalem, Israel"
2224,599,0.049568019586476386,"Centrum voor Wiskunde en Informatica, Amsterdam, the Netherlands",The Hebrew University
599,2226,0.13202640022856615,The Hebrew University,The University of Hong Kong
599,2228,0.09837571732987038,The Hebrew University,The Hong Kong Polytechnic University
2408,599,0.04817889286519006,"Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands",The Hebrew University
599,2461,0.09433774832685826,The Hebrew University,"The Chinese University of Hong Kong, China"
599,2676,0.13139876810297757,The Hebrew University,The University of Queensland
599,3291,0.12756075831466618,The Hebrew University,The University of Tokyo
