id1,affil1,affil_tokens,affil_tokens_labeled
9306,"Department of Computer Science, Harbin Institute of Technology, Harbin, China",Department of Computer Science; Harbin Institute of Technology; Harbin; China,Department of Computer Science<ORG>; Harbin Institute of Technology<ORG>; Harbin<GPE>; China<GPE>
1915,"Department of Computer Science, Hong Kong University of Science and Technology",Department of Computer Science; Hong Kong University of Science and Technology,Department of Computer Science<ORG>; Hong Kong University of Science and Technology<ORG>
1034,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Department of Computer Science; Hong Kong; University of Science and Technology; Clear Water Bay,Department of Computer Science<ORG>; Hong Kong<GPE>; University of Science and Technology<ORG>; Clear Water Bay<GPE>
7811,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, China; e-mail: luhj&commat;cs.ust.hk",Department of Computer Science; Hong Kong; University of Science and Technology; Clear Water Bay; Kowloon; China,Department of Computer Science<ORG>; Hong Kong<GPE>; University of Science and Technology<ORG>; Clear Water Bay<LOC>; Kowloon<GPE>; China<GPE>
1525,"Department of Computer Science, Hong Kong University of Science and Technology, Clearwater Bay, Hong Kong",Department of Computer Science; Hong Kong; University of Science and Technology; Clearwater Bay,Department of Computer Science<ORG>; Hong Kong<GPE>; University of Science and Technology<ORG>; Clearwater Bay<GPE>
516,"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong",Department of Computer Science; Hong Kong; University of Science and Technology,Department of Computer Science<ORG>; Hong Kong<GPE>; University of Science and Technology<ORG>
8683,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China",Department of Computer Science; Hong Kong; University of Science and Technology; Kowloon; China,Department of Computer Science<ORG>; Hong Kong<GPE>; University of Science and Technology<ORG>; Kowloon<GPE>; China<GPE>
7745,"Department of Computer Science, Institute for Advanced Computer Studies & Institute for Systems Research, University of Maryland, College Park, MD 20742, USA; e-mail: {elemar,vs}@cs.umd.edu",Department of Computer Science; Institute for Advanced Computer Studies; Institute for Systems Research; University of Maryland; College Park; MD; 20742; USA,Department of Computer Science<ORG>; Institute for Advanced Computer Studies<ORG>; Institute for Systems Research<ORG>; University of Maryland<ORG>; College Park<GPE>; MD<GPE>; 20742<CARDINAL>; USA<GPE>
8890,"Department of Computer Science, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, South Korea",Department of Computer Science; Korea Advanced Institute of Science and Technology; KAIST; Daejeon; South Korea,Department of Computer Science<ORG>; Korea Advanced Institute of Science and Technology<ORG>; KAIST<ORG>; Daejeon<GPE>; South Korea<GPE>
8012,"Department of Computer Science, Monmouth University, NJ 07764, West Long Branch, USA",Department of Computer Science; Monmouth University; NJ; 07764; West Long Branch; USA,Department of Computer Science<ORG>; Monmouth University<ORG>; NJ<GPE>; 07764<CARDINAL>; West Long Branch<GPE>; USA<GPE>
9345,"Department of Computer Science, National Chengchi University, Taipei, Taiwan, ROC",Department of Computer Science; National Chengchi University; Taipei; Taiwan; ROC,Department of Computer Science<ORG>; National Chengchi University<ORG>; Taipei<GPE>; Taiwan<GPE>; ROC<GPE>
8802,"Department of Computer Science, National Chiao Tung University, Hsinchu, Taiwan, ROC",Department of Computer Science; National Chiao Tung University; Hsinchu; Taiwan; ROC,Department of Computer Science<ORG>; National Chiao Tung University<ORG>; Hsinchu<GPE>; Taiwan<GPE>; ROC<GPE>
9343,"Department of Computer Science, National Tsing Hua University, Hsinchu, Taiwan, ROC",Department of Computer Science; National Tsing Hua University; Hsinchu; Taiwan; ROC,Department of Computer Science<ORG>; National Tsing Hua University<ORG>; Hsinchu<GPE>; Taiwan<GPE>; ROC<GPE>
1914,"Department of Computer Science, National University of Singapore",Department of Computer Science; National University of Singapore,Department of Computer Science<ORG>; National University of Singapore<ORG>
8013,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, 117543, Singapore",Department of Computer Science; National University of Singapore; 117543; Singapore,Department of Computer Science<ORG>; National University of Singapore<ORG>; 117543<CARDINAL>; Singapore<GPE>
6723,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore",Department of Computer Science; National University of Singapore; Singapore,Department of Computer Science<ORG>; National University of Singapore<ORG>; Singapore<GPE>
7768,"Department of Computer Science, National University of Singapore, 3 Science Drive 2, Singapore 117543; E-mail: tankl@comp.nus.edu.sg",Department of Computer Science; National University of Singapore; Singapore; 117543,Department of Computer Science<ORG>; National University of Singapore<ORG>; Singapore<GPE>; 117543<CARDINAL>
8330,"Department of Computer Science, National University of Singapore, Singapore",Department of Computer Science; National University of Singapore; Singapore,Department of Computer Science<ORG>; National University of Singapore<ORG>; Singapore<GPE>
6918,"Department of Computer Science, National University of Singapore, Singapore 117543",Department of Computer Science; National University of Singapore; Singapore; 117543,Department of Computer Science<ORG>; National University of Singapore<ORG>; Singapore<GPE>; 117543<CARDINAL>
9307,"Department of Computer Science, National University of Singapore, Singapore, Singapore",Department of Computer Science; National University of Singapore; Singapore,Department of Computer Science<ORG>; National University of Singapore<ORG>; Singapore<GPE>
6532,"Department of Computer Science, National University of singapore,SINGAPORE",Department of Computer Science; National University of singapore; SINGAPORE,Department of Computer Science<ORG>; National University of singapore<ORG>; SINGAPORE<GPE>
8379,"Department of Computer Science, Purdue University, USA",Department of Computer Science; Purdue University; USA,Department of Computer Science<ORG>; Purdue University<ORG>; USA<GPE>
727,"Department of Computer Science, Purdue University, West Lafayette, IN",Department of Computer Science; Purdue University; West Lafayette; IN,Department of Computer Science<ORG>; Purdue University<ORG>; West Lafayette<GPE>; IN<GPE>
8800,"Department of Computer Science, Purdue University, West Lafayette, USA 47907",Department of Computer Science; Purdue University; West Lafayette; USA; 47907,Department of Computer Science<ORG>; Purdue University<ORG>; West Lafayette<GPE>; USA<GPE>; 47907<CARDINAL>
7888,"Department of Computer Science, Southwest Texas State University, San Marcos, TX 78666 USA; e-mail: angu@swt.edu",Department of Computer Science; Southwest Texas State University; San Marcos; TX,Department of Computer Science<ORG>; Southwest Texas State University<ORG>; San Marcos<GPE>; TX<GPE>
8078,"Department of Computer Science, Stanford University, USA",Department of Computer Science; Stanford University; USA,Department of Computer Science<ORG>; Stanford University<ORG>; USA<GPE>
6565,"Department of Computer Science, Stanford, CA",Department of Computer Science; Stanford; CA,Department of Computer Science<ORG>; Stanford<GPE>; CA<GPE>
773,"Department of Computer Science, State University of New York at Stony Brook, Stony Brook, NY",Department of Computer Science; State University of New York at Stony Brook; Stony Brook; NY,Department of Computer Science<ORG>; State University of New York at Stony Brook<ORG>; Stony Brook<GPE>; NY<GPE>
8055,"Department of Computer Science, SUNY at Binghamton, USA",Department of Computer Science; SUNY at Binghamton; USA,Department of Computer Science<ORG>; SUNY at Binghamton<ORG>; USA<GPE>
1115,"Department of Computer Science, Swiss Federal Institute of Technology (ETHZ), ETH Zentrum, Zürich, Switzerland",Department of Computer Science; Swiss Federal Institute of Technology; ETHZ; ETH Zentrum; Zürich; Switzerland,Department of Computer Science<ORG>; Swiss Federal Institute of Technology<ORG>; ETHZ<ORG>; ETH Zentrum<ORG>; Zürich<GPE>; Switzerland<GPE>
1055,"Department of Computer Science, The Technion, Haifa, Israel",Department of Computer Science; The Technion; Haifa; Israel,Department of Computer Science<ORG>; The Technion<ORG>; Haifa<GPE>; Israel<GPE>
9330,"Department of Computer Science, Tokyo Institute of Technology, Tokyo, Japan 152-8552",Department of Computer Science; Tokyo Institute of Technology; Tokyo; Japan; 152,Department of Computer Science<ORG>; Tokyo Institute of Technology<ORG>; Tokyo<GPE>; Japan<GPE>; 152<CARDINAL>
6775,"Department of Computer Science, University of Arizona, AZ",Department of Computer Science; University of Arizona; AZ,Department of Computer Science<ORG>; University of Arizona<ORG>; AZ<GPE>
1483,"Department of Computer Science, University of Arizona, Tucson, AZ",Department of Computer Science; University of Arizona; Tucson; AZ,Department of Computer Science<ORG>; University of Arizona<ORG>; Tucson<GPE>; AZ<GPE>
1734,"Department of Computer Science, University of British Columbia",Department of Computer Science; University of British Columbia,Department of Computer Science<ORG>; University of British Columbia<ORG>
6496,"Department of Computer Science, University of British Columbia, Vancouver, BC V6T 1Z4 Canada",Department of Computer Science; University of British Columbia; Vancouver; BC; Canada,Department of Computer Science<ORG>; University of British Columbia<ORG>; Vancouver<GPE>; BC<GPE>; Canada<GPE>
538,"Department of Computer Science, University of British Columbia, Vancouver, Canada",Department of Computer Science; University of British Columbia; Vancouver; Canada,Department of Computer Science<ORG>; University of British Columbia<ORG>; Vancouver<GPE>; Canada<GPE>
8695,"Department of Computer Science, University of Calgary, Calgary, Canada",Department of Computer Science; University of Calgary; Calgary; Canada,Department of Computer Science<ORG>; University of Calgary<ORG>; Calgary<GPE>; Canada<GPE>
8154,"Department of Computer Science, University of Calgary, Canada",Department of Computer Science; University of Calgary; Canada,Department of Computer Science<ORG>; University of Calgary<ORG>; Canada<GPE>
8356,"Department of Computer Science, University of California at Davis, USA",Department of Computer Science; University of California at Davis; USA,Department of Computer Science<ORG>; University of California at Davis<ORG>; USA<GPE>
677,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",Department of Computer Science; University of California Santa Barbara; Santa Barbara; CA,Department of Computer Science<ORG>; University of California Santa Barbara<ORG>; Santa Barbara<GPE>; CA<GPE>
855,"Department of Computer Science, University of California Santa Cruz, Santa Cruz, CA",Department of Computer Science; University of California Santa Cruz; Santa Cruz; CA,Department of Computer Science<ORG>; University of California Santa Cruz<ORG>; Santa Cruz<GPE>; CA<GPE>
7714,"Department of Computer Science, University of California, Los Angeles, California 90095, USA; e-mail: &lcub;csy,zaniolo&rcub;@cs.ucla.edu",Department of Computer Science; University of California; Los Angeles; California; 90095; USA,Department of Computer Science<ORG>; University of California<ORG>; Los Angeles<GPE>; California<GPE>; 90095<CARDINAL>; USA<GPE>
1921,"Department of Computer Science, University of California, Riverside",Department of Computer Science; University of California; Riverside,Department of Computer Science<ORG>; University of California<ORG>; Riverside<GPE>
6860,"Department of Computer Science, University of California, Santa Barbara",Department of Computer Science; University of California; Santa Barbara,Department of Computer Science<ORG>; University of California<ORG>; Santa Barbara<GPE>
6843,"Department of Computer Science, University of California, Santa Barbara, CA",Department of Computer Science; University of California; Santa Barbara; CA,Department of Computer Science<ORG>; University of California<ORG>; Santa Barbara<GPE>; CA<GPE>
7790,"Department of Computer Science, University of Chile, Blanco Encalada 2120, Santiago, Chile; e-mail: gnavarro@dcc.uchile.cl",Department of Computer Science; University of Chile; Blanco Encalada 2120; Santiago; Chile,Department of Computer Science<ORG>; University of Chile<ORG>; Blanco Encalada 2120<FAC>; Santiago<GPE>; Chile<GPE>
8174,"Department of Computer Science, University of Helsinki, Finland",Department of Computer Science; University of Helsinki; Finland,Department of Computer Science<ORG>; University of Helsinki<ORG>; Finland<GPE>
7894,"Department of Computer Science, University of Helsinki, Helsinki, Finland",Department of Computer Science; University of Helsinki; Helsinki; Finland,Department of Computer Science<ORG>; University of Helsinki<ORG>; Helsinki<GPE>; Finland<GPE>
515,"Department of Computer Science, University of Hong Kong, Hong Kong",Department of Computer Science; University of Hong Kong; Hong Kong,Department of Computer Science<ORG>; University of Hong Kong<ORG>; Hong Kong<GPE>
8686,"Department of Computer Science, University of Hong Kong, Hong Kong, China",Department of Computer Science; University of Hong Kong; Hong Kong; China,Department of Computer Science<ORG>; University of Hong Kong<ORG>; Hong Kong<GPE>; China<GPE>
9486,"Department of Computer Science, University of Hong Kong, Hong Kong, Hong Kong",Department of Computer Science; University of Hong Kong; Hong Kong,Department of Computer Science<ORG>; University of Hong Kong<ORG>; Hong Kong<GPE>
8876,"Department of Computer Science, University of Illinois at Chicago, Chicago, USA",Department of Computer Science; University of Illinois at Chicago; Chicago; USA,Department of Computer Science<ORG>; University of Illinois at Chicago<ORG>; Chicago<GPE>; USA<GPE>
8361,"Department of Computer Science, University of Illinois at Chicago, USA",Department of Computer Science; University of Illinois at Chicago; USA,Department of Computer Science<ORG>; University of Illinois at Chicago<ORG>; USA<GPE>
7947,"Department of Computer Science, University of Illinois at Urbana-Champaign, IL 61801, Urbana, USA",Department of Computer Science; University of Illinois at Urbana-Champaign; IL; 61801; Urbana; USA,Department of Computer Science<ORG>; University of Illinois at Urbana-Champaign<ORG>; IL<GPE>; 61801<CARDINAL>; Urbana<GPE>; USA<GPE>
570,"Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL",Department of Computer Science; University of Illinois at Urbana-Champaign; Urbana; IL,Department of Computer Science<ORG>; University of Illinois at Urbana-Champaign<ORG>; Urbana<GPE>; IL<GPE>
8145,"Department of Computer Science, University of Magdeburg, Germany",Department of Computer Science; University of Magdeburg; Germany,Department of Computer Science<ORG>; University of Magdeburg<ORG>; Germany<GPE>
1688,"Department of Computer Science, University of Magdeburg, Magdeburg, Germany",Department of Computer Science; University of Magdeburg; Magdeburg; Germany,Department of Computer Science<ORG>; University of Magdeburg<ORG>; Magdeburg<GPE>; Germany<GPE>
1423,"Department of Computer Science, University of Maryland",Department of Computer Science; University of Maryland,Department of Computer Science<ORG>; University of Maryland<ORG>
6528,"Department of Computer Science, University of Maryland, College Park",Department of Computer Science; University of Maryland; College Park,Department of Computer Science<ORG>; University of Maryland<ORG>; College Park<GPE>
8066,"Department of Computer Science, University of Maryland, USA",Department of Computer Science; University of Maryland; USA,Department of Computer Science<ORG>; University of Maryland<ORG>; USA<GPE>
6912,"Department of Computer Science, University of Massachusetts, Amherst, MA",Department of Computer Science; University of Massachusetts; Amherst; MA,Department of Computer Science<ORG>; University of Massachusetts<ORG>; Amherst<GPE>; MA<GPE>
8242,"Department of Computer Science, University of Massachusetts, USA",Department of Computer Science; University of Massachusetts; USA,Department of Computer Science<ORG>; University of Massachusetts<ORG>; USA<GPE>
6763,"Department of Computer Science, University of Minnesota, Minneapolis, MN",Department of Computer Science; University of Minnesota; Minneapolis; MN,Department of Computer Science<ORG>; University of Minnesota<ORG>; Minneapolis<GPE>; MN<GPE>
1422,"Department of Computer Science, University of Pittsburgh",Department of Computer Science; University of Pittsburgh,Department of Computer Science<ORG>; University of Pittsburgh<ORG>
8065,"Department of Computer Science, University of Pittsburgh, USA",Department of Computer Science; University of Pittsburgh; USA,Department of Computer Science<ORG>; University of Pittsburgh<ORG>; USA<GPE>
7990,"Department of Computer Science, University of Southern California, CA 90088, Los Angeles, USA",Department of Computer Science; University of Southern California; Los Angeles; USA,Department of Computer Science<ORG>; University of Southern California<ORG>; Los Angeles<GPE>; USA<GPE>
1939,"Department of Computer Science, University of Southern California, Los Angeles, CA",Department of Computer Science; University of Southern California; Los Angeles; CA,Department of Computer Science<ORG>; University of Southern California<ORG>; Los Angeles<GPE>; CA<GPE>
8752,"Department of Computer Science, University of Southern Maine, Portland, USA",Department of Computer Science; University of Southern Maine; Portland; USA,Department of Computer Science<ORG>; University of Southern Maine<ORG>; Portland<GPE>; USA<GPE>
7989,"Department of Computer Science, University of Texas at Dallas, TX 75083-0688, Richardson, USA",Department of Computer Science; University of Texas at Dallas; TX; Richardson; USA,Department of Computer Science<ORG>; University of Texas at Dallas<ORG>; TX<GPE>; Richardson<GPE>; USA<GPE>
2071,"Department of Computer Science, University of Toronto",Department of Computer Science; University of Toronto,Department of Computer Science<ORG>; University of Toronto<ORG>
7791,"Department of Computer Science, University of Toronto, 10 King's College Road, Toronto, ON, M5S 1A4, Canada",Department of Computer Science; University of Toronto; 10 King's College Road; Toronto; ON; M5S 1A4; Canada,Department of Computer Science<ORG>; University of Toronto<ORG>; 10 King's College Road<FAC>; Toronto<GPE>; ON<GPE>; M5S 1A4<FAC>; Canada<GPE>
8809,"Department of Computer Science, University of Toronto, Bahen Center for Information Technology, Toronto, Canada M5S 2E4",Department of Computer Science; University of Toronto; Bahen Center for Information Technology; Toronto; Canada,Department of Computer Science<ORG>; University of Toronto<ORG>; Bahen Center for Information Technology<ORG>; Toronto<GPE>; Canada<GPE>
8159,"Department of Computer Science, University of Toronto, Canada",Department of Computer Science; University of Toronto; Canada,Department of Computer Science<ORG>; University of Toronto<ORG>; Canada<GPE>
9480,"Department of Computer Science, University of Toronto, Toronto, Canada",Department of Computer Science; University of Toronto; Toronto; Canada,Department of Computer Science<ORG>; University of Toronto<ORG>; Toronto<GPE>; Canada<GPE>
8679,"Department of Computer Science, University of Toronto, Toronto, Canada M5S 3G4",Department of Computer Science; University of Toronto; Toronto; Canada; M5S 3G4,Department of Computer Science<ORG>; University of Toronto<ORG>; Toronto<GPE>; Canada<GPE>; M5S 3G4<PRODUCT>
7789,"Department of Computer Science, University of Toronto, Toronto, Canada; E-mail: mendel@cs.toronto.edu",Department of Computer Science; University of Toronto; Toronto; Canada,Department of Computer Science<ORG>; University of Toronto<ORG>; Toronto<GPE>; Canada<GPE>
6944,"Department of Computer Science, University of Toronto, Toronto, ON, Canada",Department of Computer Science; University of Toronto; Toronto; ON; Canada,Department of Computer Science<ORG>; University of Toronto<ORG>; Toronto<GPE>; ON<GPE>; Canada<GPE>
7799,"Department of Computer Science, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada e-mail: {apmarathe,kmsalem}@uwaterloo.ca",Department of Computer Science; University of Waterloo; 200; Waterloo; Ontario; Canada,Department of Computer Science<ORG>; University of Waterloo<ORG>; 200<CARDINAL>; Waterloo<GPE>; Ontario<GPE>; Canada<GPE>
7671,"Department of Computer Science, University of Wisconsin-Madison, 1210 West Dayton Street, Madison, WI 53706-1685, USA; e-mail: &lcub;dewitt, markhill&rcub;&commat;cs.wisc.edu",Department of Computer Science; University of Wisconsin-Madison; Madison; WI; USA,Department of Computer Science<ORG>; University of Wisconsin-Madison<ORG>; Madison<GPE>; WI<GPE>; USA<GPE>
7885,"Department of Computer Science, Virginia Tech, 7054 Haycock Road, Falls Church, VA 22043 USA; e-mail: {brahim,athman}@vt.edu",Department of Computer Science; Virginia Tech; Falls Church; VA,Department of Computer Science<ORG>; Virginia Tech<ORG>; Falls Church<GPE>; VA<GPE>
7956,"Department of Computer Science, Virginia Tech, 7054 Haycock Road, VA 22043, Falls Church, USA",Department of Computer Science; Virginia Tech; VA; 22043; Falls Church; USA,Department of Computer Science<ORG>; Virginia Tech<ORG>; VA<GPE>; 22043<CARDINAL>; Falls Church<GPE>; USA<GPE>
9426,"Department of Computer Science, Virginia Tech, Blacksburg, USA 24061",Department of Computer Science; Virginia Tech; Blacksburg; USA; 24061,Department of Computer Science<ORG>; Virginia Tech<ORG>; Blacksburg<GPE>; USA<GPE>; 24061<CARDINAL>
1356,"Department of Computer Science, Wichita State University, Wichita, KS",Department of Computer Science; Wichita State University; Wichita; KS,Department of Computer Science<ORG>; Wichita State University<ORG>; Wichita<GPE>; KS<GPE>
7984,"Department of Computer Science, Worcester Polytechnic Institute, MA 01609-2280, Worcester, USA",Department of Computer Science; Worcester Polytechnic Institute; MA; 01609; Worcester; USA,Department of Computer Science<ORG>; Worcester Polytechnic Institute<ORG>; MA<GPE>; 01609<CARDINAL>; Worcester<GPE>; USA<GPE>
8243,"Department of Computer Science, Worcester Polytechnic Institute, USA",Department of Computer Science; Worcester Polytechnic Institute; USA,Department of Computer Science<ORG>; Worcester Polytechnic Institute<ORG>; USA<GPE>
907,"Department of Computer Science, Worcester Polytechnic Institute, Worcester, MA",Department of Computer Science; Worcester Polytechnic Institute; Worcester; MA,Department of Computer Science<ORG>; Worcester Polytechnic Institute<ORG>; Worcester<GPE>; MA<GPE>
6740,"Department of Computer Science, Wright State University, Dayton, OH",Department of Computer Science; Wright State University; Dayton; OH,Department of Computer Science<ORG>; Wright State University<ORG>; Dayton<GPE>; OH<GPE>
887,"Department of Computer Science, Zhejiang University, HangZhou, P.R.China",Department of Computer Science; Zhejiang University; HangZhou; P.R.China,Department of Computer Science<ORG>; Zhejiang University<ORG>; HangZhou<GPE>; P.R.China<GPE>
7958,"Department of Computer Sciences, Purdue University, 250 N. University Street, IN 47907, West Lafayette, USA",Department of Computer Sciences; Purdue University; IN; 47907; West Lafayette; USA,Department of Computer Sciences<ORG>; Purdue University<ORG>; IN<GPE>; 47907<CARDINAL>; West Lafayette<GPE>; USA<GPE>
7889,"Department of Computer Sciences, Purdue University, 250 N. University Street, West Lafayette, IN 47907 USA; e-mail: ake@cs.purdue.edu",Department of Computer Sciences; Purdue University; West Lafayette; IN,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; IN<GPE>
8060,"Department of Computer Sciences, Purdue University, USA",Department of Computer Sciences; Purdue University; USA,Department of Computer Sciences<ORG>; Purdue University<ORG>; USA<GPE>
1512,"Department of Computer Sciences, Purdue University, West Lafayette IN",Department of Computer Sciences; Purdue University; West Lafayette; IN,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; IN<GPE>
1216,"Department of Computer Sciences, Purdue University, West Lafayette, IN",Department of Computer Sciences; Purdue University; West Lafayette; IN,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; IN<GPE>
7882,"Department of Computer Sciences, Purdue University, West Lafayette, IN 47907-1398, USA",Department of Computer Sciences; Purdue University; West Lafayette; IN; 47907; USA,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; IN<GPE>; 47907<CARDINAL>; USA<GPE>
732,"Department of Computer Sciences, Purdue University, West Lafayette, Indiana",Department of Computer Sciences; Purdue University; West Lafayette; Indiana,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; Indiana<GPE>
8696,"Department of Computer Sciences, Purdue University, West Lafayette, USA",Department of Computer Sciences; Purdue University; West Lafayette; USA,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; USA<GPE>
9388,"Department of Computer Sciences, Purdue University, West Lafayette, USA 47907-2107",Department of Computer Sciences; Purdue University; West Lafayette; USA; 47907,Department of Computer Sciences<ORG>; Purdue University<ORG>; West Lafayette<GPE>; USA<GPE>; 47907<CARDINAL>
1064,"Department of Computer Sciences, University of Wisconsin-Madison",Department of Computer Sciences; University of Wisconsin-Madison,Department of Computer Sciences<ORG>; University of Wisconsin-Madison<ORG>
7910,"Department of Computer Sciences, University of Wisconsin-Madison, 1210 W. Dayton Street, WI 53706, Madison, USA",Department of Computer Sciences; University of Wisconsin-Madison; 1210; WI; 53706; Madison; USA,Department of Computer Sciences<ORG>; University of Wisconsin-Madison<ORG>; 1210<CARDINAL>; WI<GPE>; 53706<CARDINAL>; Madison<GPE>; USA<GPE>
6851,"Department of Computer Sciences, University of Wisconsin, Madison",Department of Computer Sciences; University of Wisconsin; Madison,Department of Computer Sciences<ORG>; University of Wisconsin<ORG>; Madison<GPE>
1409,"Department of Computer Sciences, University of Wisconsin, Madison, Madison, WI",Department of Computer Sciences; University of Wisconsin; Madison; WI,Department of Computer Sciences<ORG>; University of Wisconsin<ORG>; Madison<GPE>; WI<GPE>
2161,"Department of Computer, Science, Worcester Polytechnic Institute, Worcester, MA","Department of Computer, Science; Worcester Polytechnic Institute; Worcester; MA","Department of Computer, Science<ORG>; Worcester Polytechnic Institute<ORG>; Worcester<GPE>; MA<GPE>"
7788,"Department of Computing Science, University of Alberta, Alberta, Canada; E-mail: drafiei@cs.ualberta.ca",Department of Computing Science; University of Alberta; Alberta; Canada,Department of Computing Science<ORG>; University of Alberta<ORG>; Alberta<GPE>; Canada<GPE>
6727,"Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Department of Computing Science; University of Alberta; Edmonton; Alberta; Canada,Department of Computing Science<ORG>; University of Alberta<ORG>; Edmonton<GPE>; Alberta<GPE>; Canada<GPE>
7681,"Department of Computing Science, University of Glasgow, Glasgow, G12 8QQ, UK; e-mail: &lcub;ela,mpa,rwi&rcub;&commat;dcs.gla.ac.uk",Department of Computing Science; University of Glasgow; Glasgow; UK,Department of Computing Science<ORG>; University of Glasgow<ORG>; Glasgow<GPE>; UK<GPE>
7812,"Department of Computing Science, University of Illinois at Urbana-Champaign, 1304 West Springfield Ave, IL 61801 USA; e-mail: hanj&commat;cs.uiuc.edu",Department of Computing Science; University of Illinois at Urbana-Champaign; 1304; IL,Department of Computing Science<ORG>; University of Illinois at Urbana-Champaign<ORG>; 1304<CARDINAL>; IL<GPE>
1039,"Department of CS, ETHZ, Zürich, Switzerland",Department of CS; ETHZ; Zürich; Switzerland,Department of CS<ORG>; ETHZ<ORG>; Zürich<GPE>; Switzerland<GPE>
8692,"Department of CS, National University of Singapore, Singapore, Singapore",Department of CS; National University of Singapore; Singapore,Department of CS<ORG>; National University of Singapore<ORG>; Singapore<GPE>
9681,"Department of CS, Portland State University",Department of CS; Portland State University,Department of CS<ORG>; Portland State University<ORG>
7922,"Department of EECS and Laboratory of Computer Science, M.I.T., MA 02139, Cambridge, USA",Department of EECS; Laboratory of Computer Science; M.I.T.; MA; 02139; Cambridge; USA,Department of EECS<ORG>; Laboratory of Computer Science<ORG>; M.I.T.<ORG>; MA<GPE>; 02139<CARDINAL>; Cambridge<GPE>; USA<GPE>
8083,"Department of EECS and Laboratory of Computer Science, Massachussetts Institute of Technology, USA",Department of EECS; Laboratory of Computer Science; Massachussetts Institute of Technology; USA,Department of EECS<ORG>; Laboratory of Computer Science<ORG>; Massachussetts Institute of Technology<ORG>; USA<GPE>
532,"Department of EECS, University of Michigan",Department of EECS; University of Michigan,Department of EECS<ORG>; University of Michigan<ORG>
1720,"Department of EECS, University of Michigan, Ann Arbor, MI",Department of EECS; University of Michigan; Ann Arbor; MI,Department of EECS<ORG>; University of Michigan<ORG>; Ann Arbor<GPE>; MI<GPE>
8661,"Department of EECS, University of Michigan, Ann Arbor, USA",Department of EECS; University of Michigan; Ann Arbor; USA,Department of EECS<ORG>; University of Michigan<ORG>; Ann Arbor<GPE>; USA<GPE>
8701,"Department of EECS, University of Michigan, Ann Arbor, USA 48109",Department of EECS; University of Michigan; Ann Arbor; USA; 48109,Department of EECS<ORG>; University of Michigan<ORG>; Ann Arbor<GPE>; USA<GPE>; 48109<CARDINAL>
1322,"Department of Electrical and Computer Engineering and Department of Computer Science, Univerity of Toronto, Ontario, Canada",Department of Electrical and Computer Engineering; Department of Computer Science; Univerity of Toronto; Ontario; Canada,Department of Electrical and Computer Engineering<ORG>; Department of Computer Science<ORG>; Univerity of Toronto<ORG>; Ontario<GPE>; Canada<GPE>
1659,"Department of Electrical and Computer Engineering and Department of Computer Science, University of Toronto, Canada",Department of Electrical and Computer Engineering; Department of Computer Science; University of Toronto; Canada,Department of Electrical and Computer Engineering<ORG>; Department of Computer Science<ORG>; University of Toronto<ORG>; Canada<GPE>
8354,"Department of Electrical and Computer Engineering, Carnegie Mellon University, USA",Department of Electrical and Computer Engineering; Carnegie Mellon University; USA,Department of Electrical and Computer Engineering<ORG>; Carnegie Mellon University<ORG>; USA<GPE>
9294,"Department of Electrical Engineering and Computer Science, Case Western Reserve University, Cleveland, USA 44106",Department of Electrical Engineering and Computer Science; Case Western Reserve University; Cleveland; USA; 44106,Department of Electrical Engineering and Computer Science<ORG>; Case Western Reserve University<ORG>; Cleveland<GPE>; USA<GPE>; 44106<CARDINAL>
8363,"Department of Electrical Engineering and Computer Science, Northwestern University, USA",Department of Electrical Engineering and Computer Science; Northwestern University; USA,Department of Electrical Engineering and Computer Science<ORG>; Northwestern University<ORG>; USA<GPE>
6799,"Department of Electrical Engineering and Computer Science, University of Michigan",Department of Electrical Engineering and Computer Science; University of Michigan,Department of Electrical Engineering and Computer Science<ORG>; University of Michigan<ORG>
1117,"Department of Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI",Department of Electrical Engineering and Computer Science; University of Michigan; Ann Arbor; MI,Department of Electrical Engineering and Computer Science<ORG>; University of Michigan<ORG>; Ann Arbor<GPE>; MI<GPE>
